ELO_HOME,ELO_AWAY,MOMENTUM_HOME_CLEAN,MOMENTUM_AWAY_CLEAN,AVG_HOME_PTS_3,AVG_HOME_PTS_7,AVG_AWAY_PTS_3,AVG_AWAY_PTS_7,AVG_HOME_FG_PCT_3,AVG_HOME_FG_PCT_7,AVG_AWAY_FG_PCT_3,AVG_AWAY_FG_PCT_7,AVG_HOME_REB_3,AVG_HOME_REB_7,AVG_AWAY_REB_3,AVG_AWAY_REB_7,AVG_HOME_AST_3,AVG_HOME_AST_7,AVG_AWAY_AST_3,AVG_AWAY_AST_7,AVG_HOME_STL_3,AVG_HOME_STL_7,AVG_AWAY_STL_3,AVG_AWAY_STL_7,AVG_HOME_BLK_3,AVG_HOME_BLK_7,AVG_AWAY_BLK_3,AVG_AWAY_BLK_7
1454.0322607492665,1556.207478488048,1,-3,120.66666666666669,116.57142857142856,118.33333333333331,115.14285714285714,0.4986666666666666,0.5264285714285715,0.4833333333333333,0.4602857142857143,47.66666666666666,41.142857142857146,43.0,42.42857142857143,30.0,27.714285714285715,25.33333333333333,27.571428571428573,11.0,9.857142857142858,7.666666666666667,8.285714285714286,2.6666666666666665,3.2857142857142856,4.333333333333333,4.0
