ELO_HOME,ELO_AWAY,MOMENTUM_HOME_CLEAN,MOMENTUM_AWAY_CLEAN,AVG_HOME_PTS_3,AVG_HOME_PTS_7,AVG_AWAY_PTS_3,AVG_AWAY_PTS_7,AVG_HOME_FG_PCT_3,AVG_HOME_FG_PCT_7,AVG_AWAY_FG_PCT_3,AVG_AWAY_FG_PCT_7,AVG_HOME_REB_3,AVG_HOME_REB_7,AVG_AWAY_REB_3,AVG_AWAY_REB_7,AVG_HOME_AST_3,AVG_HOME_AST_7,AVG_AWAY_AST_3,AVG_AWAY_AST_7,AVG_HOME_STL_3,AVG_HOME_STL_7,AVG_AWAY_STL_3,AVG_AWAY_STL_7,AVG_HOME_BLK_3,AVG_HOME_BLK_7,AVG_AWAY_BLK_3,AVG_AWAY_BLK_7
1500,1500,0,0,120.66666666666667,116.57142857142857,118.33333333333333,115.14285714285714,0.49866666666666665,0.5264285714285715,0.48333333333333334,0.4602857142857143,47.666666666666664,41.142857142857146,43.0,42.42857142857143,30.0,27.714285714285715,25.333333333333332,27.571428571428573,11.0,9.857142857142858,7.666666666666667,8.285714285714286,2.6666666666666665,3.2857142857142856,4.333333333333333,4.0
