TEAM_ID,ELO,MOMENTUM,AVG_PTS_3,AVG_PTS_7,AVG_FG_PCT_3,AVG_FG_PCT_7,AVG_REB_3,AVG_REB_7,AVG_AST_3,AVG_AST_7,AVG_STL_3,AVG_STL_7,AVG_BLK_3,AVG_BLK_7
1610612760.0,1719.1829793062263,5.0,121.66666666666669,121.42857142857144,0.4999999999999999,0.5014285714285714,45.66666666666666,47.142857142857146,29.0,27.0,8.666666666666666,8.142857142857142,7.0,5.571428571428571
1610612749.0,1545.0322074171283,-1.0,112.33333333333331,111.28571428571428,0.4956666666666666,0.471,39.0,38.71428571428572,25.33333333333333,24.0,7.333333333333333,8.428571428571429,3.0,4.142857142857143
1610612753.0,1466.4145338596418,-1.0,106.0,107.57142857142856,0.447,0.465,42.66666666666666,42.85714285714285,19.0,21.428571428571427,10.0,10.714285714285714,5.333333333333333,7.285714285714286
1610612744.0,1576.478716343021,-1.0,98.0,102.0,0.4323333333333333,0.4212857142857142,41.66666666666666,46.71428571428572,23.666666666666668,25.571428571428573,10.0,8.857142857142858,6.0,5.0
1610612765.0,1559.2581190604471,-3.0,113.0,111.85714285714286,0.4863333333333333,0.479,40.0,41.285714285714285,27.33333333333333,26.428571428571427,8.333333333333334,8.142857142857142,3.0,4.285714285714286
1610612761.0,1455.2582345845842,-3.0,110.0,110.57142857142856,0.452,0.4751428571428571,44.0,45.42857142857143,29.666666666666668,29.285714285714285,8.333333333333334,6.714285714285714,4.0,4.428571428571429
1610612758.0,1479.1988564932983,3.0,130.66666666666666,121.85714285714286,0.513,0.481,45.66666666666666,44.142857142857146,32.0,29.857142857142858,9.666666666666666,8.857142857142858,5.0,4.714285714285714
1610612764.0,1322.6176832500869,-3.0,113.0,105.28571428571428,0.4636666666666666,0.4362857142857143,47.333333333333336,44.85714285714285,25.0,23.285714285714285,8.666666666666666,8.0,8.0,6.0
1610612754.0,1583.199897443102,-1.0,120.66666666666669,112.85714285714286,0.531,0.4902857142857142,38.66666666666666,37.42857142857143,30.33333333333333,26.142857142857142,9.0,8.285714285714286,5.0,5.428571428571429
1610612747.0,1573.3341920347293,-3.0,108.66666666666669,99.57142857142856,0.4523333333333333,0.4395714285714285,44.333333333333336,42.42857142857143,25.0,24.428571428571427,10.666666666666666,8.571428571428571,7.666666666666667,5.571428571428571
1610612751.0,1390.3945184939716,-3.0,110.33333333333331,107.42857142857144,0.465,0.4535714285714286,38.0,37.0,26.0,25.0,10.0,8.857142857142858,5.333333333333333,4.285714285714286
1610612766.0,1328.7566598765366,-3.0,103.33333333333331,102.42857142857144,0.4333333333333333,0.4238571428571428,45.333333333333336,43.85714285714285,22.33333333333333,23.428571428571427,8.0,7.571428571428571,4.333333333333333,4.571428571428571
1610612746.0,1575.6916888526446,-1.0,94.66666666666669,107.14285714285714,0.4136666666666667,0.4581428571428571,36.66666666666666,39.0,19.33333333333333,23.142857142857142,12.0,12.428571428571429,2.333333333333333,3.7142857142857135
1610612756.0,1461.8138338337835,-1.0,118.33333333333331,116.14285714285714,0.479,0.4918571428571429,39.0,41.285714285714285,29.666666666666668,29.0,8.333333333333334,8.0,5.333333333333333,5.428571428571429
1610612759.0,1431.933554051252,-1.0,117.33333333333331,113.85714285714286,0.4663333333333333,0.4497142857142857,46.0,44.0,29.0,28.142857142857142,6.666666666666667,7.571428571428571,7.333333333333333,5.857142857142857
1610612740.0,1382.0595651155595,-3.0,109.66666666666669,108.71428571428572,0.4319999999999999,0.4405714285714285,45.0,42.42857142857143,22.0,22.142857142857142,8.666666666666666,11.857142857142858,5.333333333333333,5.714285714285714
1610612738.0,1688.1784601829718,3.0,118.66666666666669,116.57142857142856,0.447,0.4454285714285714,52.66666666666666,48.85714285714285,28.666666666666668,26.428571428571427,7.666666666666667,7.857142857142857,5.333333333333333,6.285714285714286
1610612750.0,1583.897705996902,3.0,103.0,103.71428571428572,0.4193333333333333,0.4448571428571428,46.0,46.85714285714285,22.0,26.428571428571427,9.666666666666666,10.714285714285714,5.666666666666667,5.0
1610612757.0,1470.093135813552,-5.0,107.66666666666669,110.42857142857144,0.4586666666666667,0.4815714285714286,44.333333333333336,39.285714285714285,24.0,25.142857142857142,6.333333333333333,6.571428571428571,4.0,3.7142857142857135
1610612763.0,1538.9351985675323,3.0,128.33333333333334,125.57142857142856,0.4793333333333333,0.4862857142857142,48.333333333333336,46.42857142857143,30.666666666666668,29.571428571428573,10.333333333333334,11.0,5.0,5.142857142857143
1610612748.0,1456.9810244545174,3.0,120.0,117.14285714285714,0.4713333333333333,0.4734285714285714,47.66666666666666,46.42857142857143,26.0,28.428571428571427,8.0,8.714285714285714,3.0,3.2857142857142856
1610612755.0,1328.18631507619,1.0,112.0,108.71428571428572,0.4713333333333334,0.4771428571428571,48.333333333333336,42.57142857142857,21.33333333333333,22.142857142857142,9.0,9.285714285714286,4.333333333333333,3.571428571428572
1610612741.0,1474.663759495536,1.0,110.33333333333331,121.42857142857144,0.4223333333333333,0.4795714285714286,42.66666666666666,44.71428571428572,29.666666666666668,31.285714285714285,11.0,8.857142857142858,7.333333333333333,5.714285714285714
1610612739.0,1667.3920963069088,3.0,119.33333333333331,119.0,0.4679999999999999,0.482,42.66666666666666,44.42857142857143,28.33333333333333,28.285714285714285,9.666666666666666,8.571428571428571,4.0,4.571428571428571
1610612743.0,1588.9174345795327,1.0,130.33333333333334,122.71428571428572,0.5579999999999999,0.5318571428571428,48.0,45.42857142857143,34.666666666666664,33.142857142857146,11.0,10.285714285714286,3.6666666666666665,4.285714285714286
1610612762.0,1280.6441343653123,-3.0,110.0,110.71428571428572,0.4653333333333334,0.4792857142857143,35.666666666666664,43.0,24.33333333333333,25.0,6.333333333333333,6.0,5.0,6.142857142857143
1610612752.0,1555.6812756170016,1.0,104.33333333333331,112.57142857142856,0.469,0.4915714285714286,44.66666666666666,43.85714285714285,26.33333333333333,27.857142857142858,7.666666666666667,8.142857142857142,7.0,6.142857142857143
1610612742.0,1453.1750411045457,3.0,124.0,124.71428571428572,0.5139999999999999,0.51,47.66666666666666,47.285714285714285,27.33333333333333,28.0,9.333333333333334,9.857142857142858,5.0,5.857142857142857
1610612737.0,1507.8715065503643,1.0,107.0,115.0,0.4153333333333331,0.4548571428571429,49.0,49.85714285714285,25.33333333333333,28.857142857142858,6.666666666666667,9.428571428571429,5.0,4.857142857142857
1610612745.0,1595.4664944964468,-1.0,101.33333333333331,107.0,0.437,0.428,45.0,47.85714285714285,21.0,20.0,7.0,7.0,4.0,6.0
