,ELO_HOME,ELO_AWAY,MOMENTUM_HOME_CLEAN,MOMENTUM_AWAY_CLEAN,AVG_HOME_PTS_3,AVG_AWAY_PTS_3,AVG_HOME_PTS_7,AVG_AWAY_PTS_7,AVG_HOME_FG_PCT_3,AVG_AWAY_FG_PCT_3,AVG_HOME_FG_PCT_7,AVG_AWAY_FG_PCT_7,AVG_HOME_REB_3,AVG_AWAY_REB_3,AVG_HOME_REB_7,AVG_AWAY_REB_7,AVG_HOME_AST_3,AVG_AWAY_AST_3,AVG_HOME_AST_7,AVG_AWAY_AST_7,AVG_HOME_STL_3,AVG_AWAY_STL_3,AVG_HOME_STL_7,AVG_AWAY_STL_7,AVG_HOME_BLK_3,AVG_AWAY_BLK_3,AVG_HOME_BLK_7,AVG_AWAY_BLK_7
0,1484.998931120951,1574.17401623443,-1,1,125.33333333333333,106.66666666666667,122.57142857142857,114.14285714285714,0.4703333333333333,0.46799999999999997,0.49542857142857144,0.49542857142857144,44.666666666666664,42.333333333333336,42.42857142857143,42,30.333333333333332,24.666666666666668,31.714285714285715,29.428571428571427,9.666666666666666,9,9,9.285714285714286,4.333333333333333,5.333333333333333,3.2857142857142856,3.5714285714285716
