,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0,0022401061,1610612754,IND,Indiana,1630174,Aaron Nesmith,Aaron,F,,18.000000:35,4,7,0.571,3,5,0.6,0,0,0,1,3,4,0,0,0,2,2,11,12
1,0022401061,1610612754,IND,Indiana,1627783,Pascal Siakam,Pascal,F,,22.000000:47,6,8,0.75,1,1,1,0,0,0,1,1,2,5,1,0,1,0,13,14
2,0022401061,1610612754,IND,Indiana,1626167,Myles Turner,Myles,C,,21.000000:24,5,7,0.714,4,6,0.667,3,4,0.75,0,5,5,2,0,0,1,2,17,21
3,0022401061,1610612754,IND,Indiana,1629614,Andrew Nembhard,Andrew,G,,20.000000:11,2,3,0.667,1,2,0.5,2,2,1,1,3,4,8,1,0,1,0,7,8
4,0022401061,1610612754,IND,Indiana,1630169,Tyrese Haliburton,Tyrese,G,,24.000000:57,9,15,0.6,7,10,0.7,4,5,0.8,0,2,2,6,1,1,1,2,29,29
5,0022401061,1610612754,IND,Indiana,1631097,Bennedict Mathurin,Bennedict,,,21.000000:44,2,7,0.286,0,5,0,6,6,1,1,1,2,1,1,0,3,0,10,30
6,0022401061,1610612754,IND,Indiana,1630167,Obi Toppin,Obi,,,16.000000:28,7,9,0.778,1,3,0.333,0,0,0,0,2,2,4,1,0,0,1,15,25
7,0022401061,1610612754,IND,Indiana,204456,T.J. McConnell,T.J.,,,17.000000:11,5,7,0.714,0,0,0,0,0,0,3,6,9,8,0,0,1,1,10,26
8,0022401061,1610612754,IND,Indiana,1641716,Jarace Walker,Jarace,,,24.000000:40,6,10,0.6,4,5,0.8,0,0,0,1,4,5,5,0,1,1,4,16,31
9,0022401061,1610612754,IND,Indiana,1628418,Thomas Bryant,Thomas,,,13.000000:58,4,5,0.8,2,2,1,2,2,1,2,5,7,0,0,0,0,2,12,20
10,0022401061,1610612754,IND,Indiana,1641767,Ben Sheppard,Ben,,,12.000000:00,2,4,0.5,2,4,0.5,0,0,0,1,1,2,2,0,0,0,1,6,16
11,0022401061,1610612754,IND,Indiana,1628396,Tony Bradley,Tony,,,9.000000:23,4,6,0.667,0,2,0,0,0,0,0,2,2,0,0,0,1,2,8,10
12,0022401061,1610612754,IND,Indiana,1631245,Quenton Jackson,Quenton,,,9.000000:01,2,3,0.667,1,1,1,0,0,0,1,1,2,7,3,0,0,0,5,12
13,0022401061,1610612754,IND,Indiana,1642277,Johnny Furphy,Johnny,,,7.000000:41,1,1,1,1,1,1,0,0,0,1,1,2,0,0,0,0,2,3,11
14,0022401061,1610612764,WAS,Washington,1630551,Justin Champagnie,Justin,F,,33.000000:17,6,9,0.667,0,2,0,3,4,0.75,4,3,7,1,2,0,2,1,15,-33
15,0022401061,1610612764,WAS,Washington,203114,Khris Middleton,Khris,F,,14.000000:02,3,7,0.429,1,3,0.333,1,2,0.5,0,1,1,2,1,0,0,1,8,-17
16,0022401061,1610612764,WAS,Washington,1642259,Alex Sarr,Alex,C,,27.000000:31,8,15,0.533,1,4,0.25,5,6,0.833,4,3,7,1,1,1,3,4,22,-27
17,0022401061,1610612764,WAS,Washington,1629673,Jordan Poole,Jordan,G,,24.000000:30,6,13,0.462,4,8,0.5,2,2,1,0,0,0,3,2,0,2,1,18,-24
18,0022401061,1610612764,WAS,Washington,1642267,Bub Carrington,Bub,G,,30.000000:39,5,12,0.417,3,6,0.5,0,0,0,0,4,4,6,0,1,2,3,13,-19
19,0022401061,1610612764,WAS,Washington,1642358,AJ Johnson,AJ,,,26.000000:36,1,7,0.143,0,2,0,0,0,0,1,2,3,0,0,0,0,0,2,-41
20,0022401061,1610612764,WAS,Washington,1641798,Jaylen Martin,Jaylen,,,22.000000:31,2,3,0.667,0,0,0,0,0,0,1,0,1,2,0,0,1,0,4,-37
21,0022401061,1610612764,WAS,Washington,1641732,Colby Jones,Colby,,,29.000000:38,3,7,0.429,2,3,0.667,4,4,1,0,2,2,2,3,0,1,1,12,-24
22,0022401061,1610612764,WAS,Washington,1626158,Richaun Holmes,Richaun,,,13.000000:18,2,5,0.4,0,0,0,5,6,0.833,2,1,3,1,0,0,0,1,9,-13
23,0022401061,1610612764,WAS,Washington,1630264,Anthony Gill,Anthony,,,3.000000:25,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,-2
24,0022401061,1610612764,WAS,Washington,1641774,Tristan Vukcevic,Tristan,,,14.000000:33,1,6,0.167,0,2,0,2,2,1,0,2,2,1,0,0,4,3,4,-28
