,ELO_HOME,ELO_AWAY,MOMENTUM_HOME_CLEAN,MOMENTUM_AWAY_CLEAN,AVG_HOME_PTS_3,AVG_AWAY_PTS_3,AVG_HOME_PTS_7,AVG_AWAY_PTS_7,AVG_HOME_FG_PCT_3,AVG_AWAY_FG_PCT_3,AVG_HOME_FG_PCT_7,AVG_AWAY_FG_PCT_7,AVG_HOME_REB_3,AVG_AWAY_REB_3,AVG_HOME_REB_7,AVG_AWAY_REB_7,AVG_HOME_AST_3,AVG_AWAY_AST_3,AVG_HOME_AST_7,AVG_AWAY_AST_7,AVG_HOME_STL_3,AVG_AWAY_STL_3,AVG_HOME_STL_7,AVG_AWAY_STL_7,AVG_HOME_BLK_3,AVG_AWAY_BLK_3,AVG_HOME_BLK_7,AVG_AWAY_BLK_7
0,1460.1186940884156,1679.966575696859,1,1,108,124.33333333333333,110,121.57142857142857,0.47100000000000003,0.5003333333333333,0.4422857142857143,0.48800000000000004,41.333333333333336,43.333333333333336,42.285714285714285,46,27,24,25.857142857142858,26.428571428571427,5.666666666666667,9.333333333333334,7.857142857142857,8.428571428571429,4,3.6666666666666665,3.4285714285714284,4.857142857142857
