,ELO_HOME,ELO_AWAY,MOMENTUM_HOME_CLEAN,MOMENTUM_AWAY_CLEAN,AVG_HOME_PTS_3,AVG_AWAY_PTS_3,AVG_HOME_PTS_7,AVG_AWAY_PTS_7,AVG_HOME_FG_PCT_3,AVG_AWAY_FG_PCT_3,AVG_HOME_FG_PCT_7,AVG_AWAY_FG_PCT_7,AVG_HOME_REB_3,AVG_AWAY_REB_3,AVG_HOME_REB_7,AVG_AWAY_REB_7,AVG_HOME_AST_3,AVG_AWAY_AST_3,AVG_HOME_AST_7,AVG_AWAY_AST_7,AVG_HOME_STL_3,AVG_AWAY_STL_3,AVG_HOME_STL_7,AVG_AWAY_STL_7,AVG_HOME_BLK_3,AVG_AWAY_BLK_3,AVG_HOME_BLK_7,AVG_AWAY_BLK_7
0,1365.319111434014,1579.2985900192389,-5,4,104.33333333333333,122.66666666666667,105.71428571428571,120.57142857142857,0.4583333333333333,0.4803333333333333,0.44785714285714284,0.49242857142857144,42.666666666666664,52,40.857142857142854,45.714285714285715,26,28.666666666666668,24.428571428571427,29.142857142857142,8.333333333333334,4.666666666666667,8.285714285714286,7.428571428571429,6.333333333333333,7,5.857142857142857,5
