,Team,Predicted PTS,Predicted REB,Predicted AST,Predicted STL,Predicted BLK
0,Charlotte Hornets,133.56666666666666,63.33333333333333,33.28333333333334,8.85,4.800000000000001
1,Chicago Bulls,151.01666666666668,58.766666666666666,36.11666666666667,6.233333333333333,5.1000000000000005
